pid,saved
6852030783591435526,Y
6850627675724483846,Y
6849569475520498950,Y
6849067064812965125,Y
6848472324056943878,Y
6847566783319248133,Y
6846976356438330630,Y
6846954305077988613,Y
6846579891824037125,Y
6846554946989559045,Y
6846077516583603462,Y
6845757237751860486,Y
6845754579649367301,Y
6843605833436138758,Y
6842852012837653765,Y
6842541234184129797,Y
6839125108355910917,Y
6837602719465868550,Y
6829101181831351558,Y
6826582453285670150,Y
6826122428784151814,Y
6825829063333039365,Y
6825700541537045765,Y
6824339710345743621,Y
6823180020349963526,Y
6822883535435681030,Y
6822798563039382790,Y
6822377928110755078,Y
6822344998139301125,Y
6820949236595576070,Y
6820236017384180997,Y
6817933399450225926,Y
6817511326420667654,Y
6817283452258323718,Y
6817222322823417094,Y
6816882363629341957,Y
6816537786607275270,Y
6816416583066373382,Y
6813566158688554245,Y
6812823861139213574,Y
6809696568925605126,Y
6809403842485177606,Y
6807139677712190725,Y
6806759772520484102,Y
6803113540010970374,Y
6803025123218574597,Y
6802336453893442822,Y
6800868996456418565,Y
6800594285491178757,Y
6800242931635719430,Y
6800169538114571525,Y
6800120149518191878,Y
6797531194847251718,Y
6789843112249265414,Y
6787261077957659909,Y
6783002088554155270,Y
6780215062356446469,Y
6775696313423056133,Y
6771659053199281413,Y
6771218375105449222,Y
6771217603319860486,Y
6770984184090610950,Y
6770901980282916101,Y
6769256229303749894,Y
6768272354259766533,Y
6768249549707414790,Y
6768246043877379333,Y
6766290962927930629,Y
6766288194565573893,Y
6765568607125540101,Y
6764411944955809029,Y
6763871627705978118,Y
6763725942876638469,Y
6763358654344285446,Y
6763315401381186821,Y
6763119993015127301,Y
6763106627441691909,Y
6763104449956302085,Y
6762980768990907654,Y
6761625745212181766,Y
6760490476865899781,Y
6760457682555014405,Y
6759387502882163974,Y
6758228744302906630,Y
6758114989501959430,Y
6757928257926008070,Y
6757925047299509510,Y
6757891695045545221,Y
6756446127249263878,Y
6756302107005029638,Y
6755944774571773189,Y
6755891375826423045,Y
6754172799310368006,Y
6753321616530312453,Y
6753299150344817926,Y
6753113249027280133,Y
6753069589850033413,Y
6752979260413201669,Y
6751980709776248070,Y
6751976973498682630,Y
6751841897838431494,Y
6751587758885571846,Y
6750755069899099398,Y
6750498376623688966,Y
6750488379806272774,Y
6750486687962418437,Y
6748678562921925894,Y
6748668747034283270,Y
6748308316390280454,Y
6747753780483329286,Y
6746999904901598470,Y
6746236879269678341,Y
6745608722053156101,Y
6745529435287555334,Y
6745240581666114821,Y
6745220036262219014,Y
6745216701689859334,Y
6744431799520300293,Y
6743831924223053062,Y
6743825849600036102,Y
6742326558108749062,Y
6742246934934801669,Y
6742203973962386693,Y
6742193316114353413,Y
6742183865516887301,Y
6742180435587042566,Y
6741602661348429061,Y
6741596521533312262,Y
6738866756359654661,Y
6738124409376181510,Y
6738121924481699078,Y
6738117729628294406,Y
6737518500090301701,Y
6737513037147671813,Y
6737504424337476870,Y
6737105689732238597,Y
6736337433362763014,Y
6736329353191247109,Y
6736327723251272965,Y
6735286016543902982,Y
6735182825932344581,Y
6735178756790553862,Y
6735149458482367750,Y
6735148822818802949,Y
6735145264559967494,Y
6732889113193712902,Y
6732560801099517190,Y
6731938760923041029,Y
6731915151349468421,Y
6731438659993750790,Y
6731402776951278854,Y
6731224677089430790,Y
6731212262788435205,Y
6731211741977496838,Y
6728226323518459142,Y
6727846248986037509,Y
6727836775445794054,Y
6727831445915569413,Y
6727458303535877381,Y
6727453481608809734,Y
6725243136974605573,Y
6724744444727282949,Y
6722906339737079046,Y
6722877282710457605,Y
6722865310950575365,Y
6722662856212368645,Y
6722646609928195334,Y
6722638730697444613,Y
6722616121847074053,Y
6722323845371415813,Y
6722288596864355590,Y
6722287695961378054,Y
6722287144808811781,Y
6722285991299779845,Y
6722277839015660805,Y
6722167345311141125,Y
6722145671165578502,Y
6721890394134678790,Y
6721791591566134533,Y
6721157656523934981,Y
6721129515982097670,Y
6720613692355972357,Y
6720414972830043398,Y
6720404019707153669,Y
6720285460595264774,Y
6720090527955504390,Y
6720086924943510790,Y
6720049496006348037,Y
6720001248952667398,Y
6719685406222306566,Y
6719567085346770181,Y
6719277625367416069,Y
6718897683068718341,Y
6718349855976131846,Y
6718188551424494853,Y
6718026493932391685,Y
6718013624255778053,Y
6717892193035504902,Y
6717871087654391045,Y
6717801392444067077,Y
6717778560766971142,Y
6717465465121180934,Y
6717431671194537221,Y
6717287962876382469,Y
6717109087085038853,Y
6717104775030115590,Y
6717092344404970758,Y
6716987108675816710,Y
6716328779741940998,Y
6716326737447226630,Y
6716321689002642694,Y
6716318165191675141,Y
6716315812556197125,Y
6716225341184052486,Y
6716208113114025221,Y
6716173232535391493,Y
6716002181268425989,Y
6715991432664042757,Y
6715976249027661061,Y
6715964225367428358,Y
6715503272175750406,Y
6715362634968911110,Y
6715175440534883589,Y
6715136903051595014,Y
6714849669601594629,Y
6714357037628656901,Y
6714142450996219141,Y
6714140833341246726,Y
6714070158962330886,Y
6713905120456756485,Y
6713754510549847302,Y
6713753846692203782,Y
6713736524694818054,Y
6713667480922885382,Y
6712998538768289030,Y
6712921627530628358,Y
6712621351766592774,Y
6712577909732674822,Y
6712572592391195909,Y
6712477518122716422,Y
6712476374952578309,Y
6712268169232256262,Y
6712243936091442438,Y
6711882313438858501,Y
6711865245683420421,Y
6711151515937017093,Y
6710970416267005190,Y
6710798510058376454,Y
6710724721480043781,Y
6710633898327411973,Y
6710436185321245957,Y
6710413353002470662,Y
6709655523119074566,Y
6709651242236251397,Y
6709618112888573189,Y
6709320867530149125,Y
6709221881020419333,Y
6709211064682155269,Y
6709203387537165573,Y
6709192284346256645,Y
6709182718795582726,Y
6709152880969927941,Y
6708923719592447238,Y
6708914528534400261,Y
6708815665488203014,Y
6708103410136124678,Y
6708092953539120389,Y
6707645017139186949,Y
6707378347120266501,Y
6706966629592337670,Y
6706870840119528710,Y
6706668826995461382,Y
6706499442159127814,Y
6706484871516130565,Y
6706315079270272261,Y
6706311279792901382,Y
6706293365522042118,Y
6706269031151701253,Y
6706264870884478213,Y
6706196041173044485,Y
6705964071721635077,Y
6705847573120290053,Y
6705785455314472198,Y
6705618925939330310,Y
6705588239199112453,Y
6705567986008198406,Y
6705522011495468294,Y
6704381362893229317,Y
6704275486148660485,Y
6704153481873198342,Y
6704119682435124485,Y
6704104059097320710,Y
6704100743684558086,Y
6704088923888422150,Y
6704085209089838341,Y
6704084123843038469,Y
6703735521375423750,Y
6703729891575074053,Y
6703720839793085701,Y
6703704170228092166,Y
6703670609986981125,Y
6703644781479726341,Y
6703615751518948613,Y
6703584731922959621,Y
6703374174317972742,Y
6703328907103309062,Y
6703156253939469573,Y
6703146178063633669,Y
6702863411421646086,Y
6702836719114259717,Y
6702785215519001862,Y
6702768833372884229,Y
6702649702623481093,Y
6702589911947545861,Y
6702207971348188421,Y
6702202740174490886,Y
6702075703141076229,Y
6702036624361917702,Y
6702026536800750853,Y
6701847137526746373,Y
6701775346385046789,Y
6701750429291646214,Y
6701748252565310725,Y
6701746016003034373,Y
6701716092970077445,Y
6701712175863434501,Y
6701708901764566277,Y
6701494887625264390,Y
6701043561359478021,Y
6701012800514297094,Y
6700925099895164165,Y
6700758911915396358,Y
