pid,saved
6859463196407778565,Y
6859118465685490950,Y
6859114832122105094,Y
6859089066613312774,Y
6857576461654674693,Y
6857232876291837190,Y
6857221417197440261,Y
6857214881154878726,Y
6857210229264796933,Y
6855768429362810118,Y
6855758295202827526,Y
6855004791580527877,Y
6854987601074474245,Y
6854729559141534981,Y
6854663983450819845,Y
6854646211291483398,Y
6854637821915860230,Y
6854630980032924934,Y
6854627548928822534,Y
6853865779683806470,Y
6853199638627994885,Y
6853180493005950213,Y
6853175954894769413,Y
6853167067969965317,Y
6853160959645617413,Y
6853158439569476869,Y
6852820264481344773,Y
6852807369664040197,Y
6852800937422114054,Y
6852050738940579077,Y
6852036926594174214,Y
6852032029211593989,Y
6852028937967652101,Y
6850776670379494661,Y
6850615693591809285,Y
6850023758581796102,Y
6849113609696513286,Y
6849089112822025477,Y
6849064501476658438,Y
6849062296338189574,Y
6849056095244258565,Y
6849033186140343558,Y
6848354599762414854,Y
6848345130630450437,Y
6845962815262461190,Y
6845405975814475014,Y
6841572461344017670,Y
6839847492155182341,Y
6839823539533630726,Y
6839817665092078854,Y
6839799291779763461,Y
6839783031260056837,Y
6838981820806089989,Y
6838973275322813702,Y
6838642615324314885,Y
6838625105086516485,Y
6838591079906905349,Y
6838590155939384581,Y
6837897223452364038,Y
6837865644935892230,Y
6837858195910806789,Y
6837855768461479173,Y
6837148994519469318,Y
6837102895843036422,Y
6836364997652745478,Y
6836363544360013061,Y
6836065367270460677,Y
6836054830612516101,Y
6836021087516577029,Y
6836019029015137541,Y
6834797063780207878,Y
6834175224271883525,Y
6834150221686017285,Y
6834118371370388741,Y
6833015591440289029,Y
6833013899030187269,Y
6832987834811501829,Y
6832987258954583301,Y
6832716153240997125,Y
6832708110671482117,Y
6832690845850832134,Y
6832332380573797637,Y
6832309455078739206,Y
6832072128242650374,Y
6832008067702377734,Y
6831993106435427590,Y
6831945516796873989,Y
6831942196682444037,Y
6831889525229374725,Y
6831880357697047813,Y
6831527153578921222,Y
6831096947630296326,Y
6830391705745788165,Y
6830119611715931398,Y
6828493354658008326,Y
6828214191111834885,Y
6828180215198387462,Y
6827480410017090821,Y
6824138412509990149,Y
6859805578651258118,Y
