pid,saved
6854958706409491717,Y
6854952545081724165,Y
6854949510766972165,Y
6854813462279867653,Y
6854804393791933702,Y
6854665665270320390,Y
6854252886919056645,Y
6854209424194669829,Y
6854187199882153221,Y
6854009237807435014,Y
6853989599027481862,Y
6853987674529828102,Y
6853952540434812165,Y
6853920241324444934,Y
6853900332888575237,Y
6853892453158702342,Y
6853854680368336134,Y
6853496970154134790,Y
6853284981758758149,Y
6852783795112856837,Y
6852484772741106949,Y
6852369412968795398,Y
6852335082930294022,Y
6852326489547951366,Y
6852219492211117317,Y
6852212891353992454,Y
6851996696637869317,Y
6851781224634010886,Y
6851768375056665862,Y
6851761269523926278,Y
6851732444631092486,Y
6851720722516020486,Y
6850712889704205574,Y
6849908312536894726,Y
6849398107176783109,Y
6849158326069087493,Y
6849108051488804101,Y
6849094473104821509,Y
6849092200194641158,Y
6849090545185213702,Y
6849029864096271621,Y
6848993411870133509,Y
6848625174414183685,Y
6848220137498234118,Y
6848052322564721926,Y
6847983479590800646,Y
6847978649824611589,Y
6847196476620147973,Y
6846898741811744006,Y
6846783056196537605,Y
6846645995858627846,Y
6846606777488821509,Y
6846542506008579333,Y
6846482524273773830,Y
6846094574566280453,Y
6846058369027968261,Y
6845828320169446661,Y
6845793120416713990,Y
6845751646664805637,Y
6845674049796918534,Y
6845619756838554885,Y
6845498894055427333,Y
6845358939039649030,Y
6845343475194514693,Y
6845189764941942021,Y
6845100535280831750,Y
6845018845963488517,Y
6844754048889982214,Y
6844737517422660869,Y
6844683263915625733,Y
6844554988606213382,Y
6844391509622541574,Y
6844384414839868678,Y
6844324972324785414,Y
6844266883122875654,Y
6843951505494609157,Y
6843889424544058629,Y
6843632460048207110,Y
6843601529107188998,Y
6843582144606997766,Y
6843474727147769093,Y
6843269263432666373,Y
6843191327253990661,Y
6842928361606548742,Y
6842817413059284229,Y
6842751057282551046,Y
6842712452799417606,Y
6842533701990092037,Y
6842456619062709510,Y
6842154602025028870,Y
6842149762288946438,Y
6841983801602690310,Y
6841980881205284102,Y
6841346853854924037,Y
6841331744638029061,Y
6841219568619343109,Y
6841214522359926021,Y
6841203306866527493,Y
6841178926526549253,Y
6841072421844339973,Y
6841051270812339462,Y
6841049481929182470,Y
6840237459213716741,Y
6839705903730576645,Y
6839442692305407237,Y
6839156750264831237,Y
6839071560129678598,Y
6839044878400310533,Y
6839022285928631557,Y
6838991398268669189,Y
6838711549478178053,Y
6838706076012137734,Y
6838687215472676102,Y
6837526982033444101,Y
6837523933563014406,Y
6836732522680896774,Y
6836342949610130693,Y
6836084167265094917,Y
6836080708772023558,Y
6836026425561091334,Y
6835461551260994822,Y
6835416425415412998,Y
6835364720560655621,Y
6834157966820658438,Y
6833813293237406982,Y
6833646339738324229,Y
6833467117057215750,Y
6833432095520574725,Y
6833139213970590981,Y
6833120107812687109,Y
6833092173475384581,Y
6833073634324581638,Y
6832896374598601989,Y
6832856521815182598,Y
6832853763741469957,Y
6832466889675902213,Y
6832466082364706054,Y
6832461922965736710,Y
6832454679998254342,Y
6832382102885911814,Y
6832294380779359493,Y
6832110259704794373,Y
6832089995692625157,Y
6832089188184214790,Y
6832084299546627334,Y
6832031873217088773,Y
6831261089167183109,Y
6831244745029815558,Y
6831230801259154694,Y
6831191956689865990,Y
6830871157944683782,Y
6830651066460196101,Y
6830588795184844037,Y
6830454344761052421,Y
6830256913243032838,Y
6830233743635025158,Y
6828636417518865670,Y
6828276949698301190,Y
6827167543367585029,Y
6826900974674775302,Y
6825588952787881221,Y
6825478537365998853,Y
6825369601145179398,Y
6824337970225614085,Y
6822780713914420486,Y
6821272532109315333,Y
6821270126776552710,Y
6819328439829466374,Y
6819062593903168773,Y
6818995241173929221,Y
6818736389627137285,Y
6818613849105698054,Y
6818406066439654661,Y
6817948772253928709,Y
6817165231123352838,Y
6816487305142881542,Y
6815734231852010757,Y
6815619158424734982,Y
6815406764243143942,Y
6815405422120389894,Y
6815400775833881861,Y
6815283623298632966,Y
6814572851446746374,Y
6814115752967179526,Y
6813859359102225670,Y
6810931013926096134,Y
6810916057713478917,Y
6809447391473700101,Y
6806500839784566022,Y
6806472161507675397,Y
6805726082944306438,Y
6804244198636801285,Y
6804173158053121285,Y
6804170449589767430,Y
6804140455203179782,Y
6804113979879853317,Y
6801967334505352453,Y
6801526982942215429,Y
6800154038211005701,Y
6799710247457000710,Y
6799324852319767814,Y
6799310384718220549,Y
6799298682903743749,Y
6799291662376914181,Y
6799284217231559942,Y
6799006014348807429,Y
6796667018218097925,Y
6796534321541811462,Y
6796507143408274693,Y
6796332707010841862,Y
6795646178731035909,Y
6791512734501473542,Y
6786112573524675846,Y
6786061617814719749,Y
6786041776902769925,Y
6786017493698759941,Y
6786013101608275206,Y
6784565857017285894,Y
6784559098475072773,Y
6784212397059017990,Y
6784189274637044997,Y
6783859674191006981,Y
6783754127206911238,Y
6783508448870026501,Y
6783465936998403334,Y
6783104172188257542,Y
6783054841397775621,Y
6783032706704985350,Y
6782680492429872390,Y
6781972069388176645,Y
6781962154644917509,Y
6781146255335689477,Y
6781145689549196550,Y
6781142097379544326,Y
6780508320617827590,Y
6778603206449614086,Y
6778583217344630022,Y
6778581956427779334,Y
6778560643516648710,Y
6777078775738944774,Y
6777076725776960773,Y
6777074966895594758,Y
6777073518417923334,Y
6774558917100932358,Y
6774556673752190213,Y
6774451242010823941,Y
6764020995045985542,Y
6764014146037107974,Y
6756691372855676166,Y
6854962400291065094,Y
6854964214273019142,Y
6854984691687132421,Y
6854991270427806981,Y
6855040970212543749,Y
6855403720516095238,Y
6855690765234883845,Y
6855877260629527813,Y
6856107159537716485,Y
6856198628256615685,Y
6856210611831901446,Y
6856213384937950470,Y
6856247614573120774,Y
6856417297016409350,Y
6856420594288708870,Y
6856553865584708870,Y
6856577001214594309,Y
6856587288193797382,Y
6856616100008938758,Y
6856626283170761989,Y
6856759688751500550,Y
6856795768364256518,Y
6856842048054496517,Y
6856970129016720646,Y
6856978865164668166,Y
6857151581826157830,Y
6857289406504586501,Y
6857296511219305734,Y
6857298697449966853,Y
6857310024868318470,Y
6857313502818798854,Y
6857345823684971782,Y
6857370399123033349,Y
6857535695012072710,Y
6857552899669527814,Y
6857643918712950022,Y
6857664941676104966,Y
6857703772211236102,Y
