pid,saved
6848997533226634497,Y
6848284243508972801,Y
6847902190246382850,Y
6841563645474884866,Y
6840743371837803778,Y
6840723596588010753,Y
6837907509013925121,Y
6837743236958850306,Y
6834951580240907522,Y
6833778239622728961,Y
6831180722644995330,Y
6830415179172351234,Y
6830389233488760065,Y
6826360718560890114,Y
6822223005406514433,Y
6822204036805053697,Y
6822198812833008897,Y
6819695570714725633,Y
6818554036552338690,Y
6817042510855048450,Y
6816335343902592258,Y
6815191320307584258,Y
6812633324155129090,Y
6808415031382871298,Y
6807042689637436673,Y
6805575205272947970,Y
6804820031038426370,Y
6804818440067484930,Y
6804765971555831042,Y
6804764161017498881,Y
6804398794067692801,Y
6804020794016992513,Y
6802887828133907713,Y
6801140873959574785,Y
6799629383763004674,Y
6799270278082923778,Y
6796591867791297793,Y
6796588085476969729,Y
6789905828435594498,Y
6784773877466746114,Y
6782532124923809025,Y
6782528396334337281,Y
6779583787991862530,Y
6776197135944797442,Y
6774343205501635841,Y
6772837385794227458,Y
6772138113012616450,Y
6768440028566768898,Y
6768412080484748545,Y
6768408482296253698,Y
6766991567824702721,Y
6763586521653054721,Y
6761001457677257985,Y
6760997996978097410,Y
6760654132585024769,Y
6759916269396397314,Y
6759914586960448770,Y
6759558935520234753,Y
6756911454470868225,Y
6752125601248824578,Y
6752122195490753793,Y
6749557479920700673,Y
6747686167648455937,Y
6746935000312188161,Y
6746135418103713025,Y
6745830579717082370,Y
6744261527890595074,Y
6743958880893553921,Y
6741356752614231298,Y
6735783163982810370,Y
6732095130125323522,Y
6728759272265534721,Y
6724296661193002242,Y
6723943793797696770,Y
6722774292985105665,Y
6720930863955135745,Y
