pid,saved
6847402777665178882,Y
6847062617530453250,Y
6846660613456874753,Y
6846320448750324994,Y
6845949368336420097,Y
6845578281207483649,Y
6845176266295921921,Y
6844805178781207810,Y
6844434092491164930,Y
6844063400444660993,Y
6843316458215329025,Y
6842949775017463041,Y
6842578681915903233,Y
6842207604349881601,Y
6841836516688334082,Y
6841377338962234626,Y
6841094648417717506,Y
6840723267150482689,Y
6840276451141471489,Y
6839981320823786753,Y
6839520675259043074,Y
6839238939904085250,Y
6838929686127545602,Y
6838481287074876673,Y
6838047271842483458,Y
6837754581225852162,Y
6837383272264142082,Y
6837012412172913922,Y
6836672246782676225,Y
6836251494010850561,Y
6835528076273749250,Y
6835158626915667201,Y
6835156983117548802,Y
6834785905903996161,Y
6834414814102555906,Y
6834345268868123905,Y
6834043729918135553,Y
6833900094480321793,Y
6833672642181090562,Y
6833621927660195074,Y
6833208793975819522,Y
6832837703076236545,Y
6832466615607512321,Y
6832188329031650561,Y
6831817224605699330,Y
6831446147668692226,Y
6831075053447286018,Y
6830703962354699522,Y
6830332877922716929,Y
6829961794291780866,Y
6829692320590351617,Y
6829219624077298946,Y
6828848539376815362,Y
6827797777523707137,Y
6827735287796337921,Y
6827364197144349953,Y
6826993120253725954,Y
6826622029928598786,Y
6826250943676353793,Y
6825926243754577153,Y
6825508779640065282,Y
6825137686488091906,Y
6824766604123917570,Y
6824395525966597377,Y
6824024428897258753,Y
6823653367097593090,Y
6823282258733010177,Y
6822911171780300034,Y
6822540097653673218,Y
6822169006498123009,Y
6821427029678804225,Y
6821055748525673730,Y
6820684679855820033,Y
6820313655217900801,Y
6819942494361423106,Y
6819571405831589121,Y
6819200324025289986,Y
6818829239157067009,Y
6818303408114552066,Y
6818087067008896257,Y
6817344897654246657,Y
6816973811074747650,Y
6816602725623680258,Y
6816231647021681921,Y
6815860556654759170,Y
6815489471815896322,Y
6814747301593009409,Y
6814376231941819650,Y
6814005267580210434,Y
6813634060661951745,Y
6813263050594979073,Y
6812891878787222785,Y
6812520796418854146,Y
6811778622836247809,Y
6811407761755229442,Y
6811036519151799554,Y
6810680836342533377,Y
6810354394576456961,Y
6810294286765149441,Y
6809923254283668738,Y
6809552174117342466,Y
6809181029597777153,Y
6808810048760941825,Y
6808438930833247490,Y
6808067840789269761,Y
6807696686593445121,Y
6806954550570798338,Y
6806583657327758594,Y
6806257526049459457,Y
6805840427997072641,Y
6805403648638684417,Y
6805106742129659137,Y
6804730103185034497,Y
6804365584457911553,Y
6804311322373655809,Y
6803944812992040194,Y
6803575124713835778,Y
6803236209129835778,Y
6802868113558883585,Y
6802501086197386498,Y
6802100828669791490,Y
6801754100330466561,Y
6801629605921934593,Y
6801397489476979970,Y
6801020585024425218,Y
6801010380962385153,Y
6800656293737680129,Y
6800523158903377153,Y
6800260044672847105,Y
6799905381972757761,Y
6799537565717351681,Y
6799229841469213953,Y
6799175991920020738,Y
6798837543572966658,Y
6798532220559592705,Y
6798416921084693761,Y
6798076990952901889,Y
6798009107900026113,Y
6797641438092872961,Y
6797291606467677442,Y
6796999343313308930,Y
6796929206291827969,Y
6796562514747329793,Y
6796546756923395329,Y
6795889993450523905,Y
6795805534705470721,Y
6795799108708781313,Y
6795425223559728386,Y
6795380544944344321,Y
6795112631356148993,Y
6795031759458159874,Y
6794689804316544258,Y
6794659645521677569,Y
6794635301772954881,Y
6794344609238584578,Y
6793870331716095234,Y
6793696605020097794,Y
6793297024197332226,Y
6792510682517556482,Y
6792489512321830146,Y
6847835713598131458,Y
6848516057192221954,Y
6848870448688549122,Y
6848871331514076418,Y
6849275592156663042,Y
6849722056523664642,Y
6850000377958419713,Y
6850448770467974402,Y
6850788934230740225,Y
6851146397614476545,Y
6851577486136921345,Y
6851886737455664385,Y
6852597973419838721,Y
6852969054131588353,Y
6853309212261469441,Y
6853742155626810626,Y
6854004994983611650,Y
6854453397073038593,Y
6854824478417964290,Y
6855195584312249602,Y
6855566650792578306,Y
6855844967462554882,Y
6856308802770259202,Y
6856679884882726145,Y
6857004751289126146,Y
